Room Description,Guest Room Info
PRE/POST CRUISE ADA 1BR KING T|RATE COVERS DOUBLE OCCUPANCY. TRANSFERS TO,Accessible Room
TRIPADVISOR PLUS|ADA ROOM - AC-SITTING AREA-FREE WI-FI-DESK LG ROLL-IN SHOWER - INC CONT BREAKFAST,Accessible Room
FLEXIBLE RATE|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN W/MICRO/FRIDGE,Accessible Room
2X POINTS PACKAGE|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN W/MICRO/FRIDGE,Accessible Room
SEMI-FLEX|2QUEEN HEARING ACCESSIBLE STUDIO SUITE NOSMOK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room
PARK AND STAY AAA|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN W/MICRO/FRIDGE,Accessible Room
PARK AND STAY AARP|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN W/MICRO/FRIDGE,Accessible Room
SEMI-FLEX|1KING HEARING ACCESSIBLE STUDIO SUITE NOSMOK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room
PARK AND GO|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN W/MICRO/FRIDGE,Accessible Room
FLEXIBLE RATE|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room
2X POINTS PACKAGE|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room
PARK AND STAY AAA|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room
PARK AND STAY AARP|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room
PARK AND GO|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room
TRIP ADVISOR|2QUEEN BEDS MINI FRIDGE 43 TV 318 SQ FT 5 PPL ADA ROOMS AVAIL UPON REQUEST COMP BOTTLED H20 BREAKFAST IN OUR RESTAURANT,Accessible Room
STANDARD RATE ADA KING SHR NSB|ADA KING ROOM WITH ACCESSIBLE SHOWER,Accessible Room
CANCELLATION POLICY: DAY OF AR|SUPERIOR ACCESSIBLE ROOM KING BED-350 SQFT-LUXURY BATH AMENITIES-FREE WIFI-MAX 2 PPL CANCELLATION POLICY: DAY OF ARRIVAL AT 4 PM EXEMPT FROM FACILITY FEE REVERE CLUB ACCESS,Accessible Room
SEMI-FLEX|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN W/MICRO/FRIDGE,Accessible Room
CANCELLATION POLICY: DAY OF AR|SUPERIOR ACCESSIBLE ROOM 2 QUEEN BED-350 SQFT-LIVING SPACE-ROLL IN SHOWER-FREE WIFI-MAX 4 PPL CANCELLATION POLICY: DAY OF ARRIVAL AT 4 PM EXEMPT FROM FACILITY FEE REVERE CLUB ACCESS,Accessible Room
FLEXIBLE RATE|ACCESSIBLE SKYLINE CATHEDRAL VIEW KING - 360 SF OR 33 SM - ADA COMPLIANT ROOM ON HIGH FLOOR,Accessible Room
FLEXIBLE RATE|ACCESSIBLE SKYLINE CATHEDRAL VIEW TWO DBL BEDS - 360 SF OR 33 SM - ADA COMPLIANT ROOM,Accessible Room
WORLD RAINBOW HOTELS BAR|ACCESSIBLE SKYLINE CATHEDRAL VIEW KING - 360 SF OR 33 SM - ADA COMPLIANT ROOM ON HIGH FLOOR,Accessible Room
TRIPADVISOR PLUS RATE|MOBILITY ACCESSIBLE TWO QUEEN GULF VIEW ROOM FURNISHED BALCONY 15PCT OFF 20USD CREDIT DAILY WELCOME GIFT,Accessible Room
FLEXIBLE RATE|ACCESSIBLE TOWERS ROOM TWO QUEENS - 465 SF OR 43 SM - ADA ROOM ON FLOORS 41 TO 55,Accessible Room
WORLD RAINBOW HOTELS BAR|ACCESSIBLE SKYLINE CATHEDRAL VIEW TWO DBL BEDS - 360 SF OR 33 SM - ADA COMPLIANT ROOM,Accessible Room
TRIP ADVISOR PLUS RATE|ADA DELUXE KING-CITY VIEW-1 KING-374SQFT- WIFI-ROLL IN SHOWER-LUXURY LINENS,Accessible Room
FLEXIBLE RATE|KING BED URBAN ROOM MOBILITY ACCESS BATHTUB 30USD MAND CHG/CONTEMP DESIGN/55 IN TV/FRIDGE,Accessible Room
TRIP ADVISOR PLUS RATE|ADA DELUXE 2 QUEENS-CITY VW-2 QUEENS-495SQFT- WIFI-ROLL IN SHOWER-LUXURY LINENS,Accessible Room
BEST AVAILABLE RATE|1 KING MOBILITY/HEARING ACCESS W/TUB NONSMOK VIS FIREALRM/DOOR/PHN ALRT,Accessible Room
FLEXIBLE RATE|URBAN 2 DOUBLE HEARING ACCESSIBLE 30USD MAND CHG/VIS FIREALRM/DOOR/PHN ALRT,Accessible Room
2X POINTS PACKAGE|1 KING MOBILITY/HEARING ACCESS W/TUB NONSMOK VIS FIREALRM/DOOR/PHN ALRT,Accessible Room
"WYNDHAM REWARDS DOUBLE POINTS|1 KING BED ACCESSIBLE ROOM NSMK WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room
SEMI-FLEX|1 KING MOBILITY/HEARING ACCESS W/TUB NONSMOK VIS FIREALRM/DOOR/PHN ALRT,Accessible Room
FLEXIBLE RATE|URBAN 1 KING MOBILITY ACCESS BATHTUB 30USD MAND CHG/VIS FIREALRM/DOOR/PHN ALRT,Accessible Room
BEST AVAILABLE RATE|1 KING HEARING ACCESS STUDIO W/SOFABED NS VIS FIREALRM/DOOR/PHN ALRT/SOFABED,Accessible Room
2X POINTS PACKAGE|1 KING HEARING ACCESS STUDIO W/SOFABED NS VIS FIREALRM/DOOR/PHN ALRT/SOFABED,Accessible Room
SEMI-FLEX|1 KING HEARING ACCESS STUDIO W/SOFABED NS VIS FIREALRM/DOOR/PHN ALRT/SOFABED,Accessible Room
WORLD RAINBOW HOTELS BAR|ACCESSIBLE TOWERS ROOM TWO QUEENS - 465 SF OR 43 SM - ADA ROOM ON FLOORS 41 TO 55,Accessible Room
SEMI-FLEX|URBAN 2 DOUBLE HEARING ACCESSIBLE 30USD MAND CHG/VIS FIREALRM/DOOR/PHN ALRT,Accessible Room
"AAA HOT DEALS|1 KING BED ACCESSIBLE ROOM NSMK WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room
"BEST AVAILABLE RATE FLEXIBLE|1 KING BED ACCESSIBLE ROOM NSMK WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room
PARK STAY FLY ADA KING SHR NSB|FREE LONGTERM PARKING FOR UP TO 14 NIGHTS,Accessible Room
SNOOZE   CRUISE ADA KING SHR N|TRANSPORTATION FROM TAMPA AIRPORT TO HOTEL,Accessible Room
"PAY NOW SAVE NON-CX|1 KING BED ACCESSIBLE ROOM NSMK WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room
"AAA RATE|1 KING BED ACCESSIBLE ROOM NSMK WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room
SEMI-FLEX|1KING MOBILTY/HEARING ACCESS RI SHWR SUITE NS VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room
FLEXIBLE RATE|1 SOFA PARLOR MOBILITY ACCESS TUB NO SMOK PARLOR-CUSTOM KING SLEEPER SOFA,Accessible Room
2X POINTS PACKAGE|1 SOFA PARLOR MOBILITY ACCESS TUB NO SMOK PARLOR-CUSTOM KING SLEEPER SOFA,Accessible Room
FLEXIBLE RATE|2QN MOBILITY ACCESSIBLE W/BATHTUB COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room
2X POINTS|2QN MOBILITY ACCESSIBLE W/BATHTUB COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room
BREAKFAST INCLUDED|2QN MOBILITY ACCESSIBLE W/BATHTUB COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room
FAMILY FUN PACKAGE.|1 SOFA PARLOR MOBILITY ACCESS TUB NO SMOK PARLOR-CUSTOM KING SLEEPER SOFA,Accessible Room
SEMI-FLEX|URBAN 1 KING MOBILITY ACCESS BATHTUB 30USD MAND CHG/VIS FIREALRM/DOOR/PHN ALRT,Accessible Room
TRIPADVISOR PLUS RATE|ACCESSIBLE KING SUITE WITH FULL SOFA SLEEPER 500 SQ FT - ADA SHOWER - GROUND FLOOR,Accessible Room
"SENIOR DISCOUNT|1 KING BED ACCESSIBLE ROOM NSMK WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room
"AARP RATE|1 KING BED ACCESSIBLE ROOM NSMK WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room
JEAN GEORGES BED AND BREAKFAST|ADA ACCESSIBLE ROOM. KING BED. 450 SQFT. COURTYARD VIEW. COMP WIFI,Accessible Room
BEST AVAILABLE RATE|ADA ACCESSIBLE ROOM. KING BED. 450 SQFT. COURTYARD VIEW. COMP WIFI,Accessible Room
TRIPADVISOR PLUS RATE|2 ACCESSIBLE ROOMS KING BED FULL KITCHEN 1 QUEEN SLEEPER DINING AREA 2 BATHROOMS 15PCT OFF 20USD CREDIT DAILY WELCOME GIFT,Accessible Room
FLEXIBLE RATE|ACCESSIBLE SUPERIOR TWO DOUBLE BEDS - 360 SF OR 33 SM - ADA COMPLIANT ROOM,Accessible Room
CWT FREE WIFI FOR IHG REWARDS|MEMBERS. 10 IHG PTS PER 1 USD SPENT DESTINATION KING IC MOBILITY ACCESSIBLE ROLL IN SHWR MOBILITY ACCESSIBLE.  EXPECT MODERN ELEGANCE WHILE STAYING TRUE TO,Accessible Room
TRIPADVISOR PLUS RATE|ADA DELUXE KING SHOWER ONLY 1 KING BED ,Accessible Room
STAY PARK FLY ADA 2BR 2D1K SHW|INCLUDES ONE NIGHT STAY AND 7 NIGHTS,Accessible Room
STANDARD RATE ADA KG TUB NO SB|ADA KING ROOM WITH ACCESSIBLE BATHTUB,Accessible Room
FLEXIBLE RATE|1 KING HEARING/MOBILITY ACCESS WITH BATHTUB VIS FIREALRM/DOOR/PHN ALRT-FRIDGE-340SQFT,Accessible Room
2X POINTS|1 KING HEARING/MOBILITY ACCESS WITH BATHTUB VIS FIREALRM/DOOR/PHN ALRT-FRIDGE-340SQFT,Accessible Room
DREAM AWAY|KING BED URBAN ROOM MOBILITY ACCESS BATHTUB 30USD MAND CHG/CONTEMP DESIGN/55 IN TV/FRIDGE,Accessible Room
FLEXIBLE RATE|1KNG MOB ACC RI-SHW COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room
2X POINTS|1KNG MOB ACC RI-SHW COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room
BREAKFAST INCLUDED|1KNG MOB ACC RI-SHW COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room
WORLD RAINBOW HOTELS BAR|ACCESSIBLE SUPERIOR TWO DOUBLE BEDS - 360 SF OR 33 SM - ADA COMPLIANT ROOM,Accessible Room
"FLEXIBLE RATE|RESORT ACCESSIBLE KING, 1 KING BED MOBILITY ACCESSIBLE THROUGHOUT ROOM",Accessible Room
TRIPADVISOR PLUS|SPANISH KING ACCESSIBLE ROOM BRK FOR 2 AND PRKING NO RST COMP WIFI PARKING HIST SPANISH BOUTIQUE HOTEL LOCATED ON THE BCH,Accessible Room
FLEXIBLE RATE|1KING HEARING ACCESSIBLE SUITE NONSMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room
TRIPADVISOR PLUS|1 KING BED NON SMOKING ADA ACCESSIBLE WITH ROLL-IN SHOWER,Accessible Room
2X POINTS PACKAGE|1KING HEARING ACCESSIBLE SUITE NONSMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room
PARK AND STAY AAA|1KING HEARING ACCESSIBLE SUITE NONSMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room
PARK AND STAY AARP|1KING HEARING ACCESSIBLE SUITE NONSMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room
"FLEXIBLE RATE|RESORT ACCESSIBLE TWO QUEEN, 2 QUEEN BEDS MOBILITY ACCESSIBLE THROUGHOUT ROOM",Accessible Room
PARK AND GO|1KING HEARING ACCESSIBLE SUITE NONSMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room
FLEXIBLE RATE|1 KING MOBILITY/HEARING ACCESSIBLE W/ BATHTUB VIS DOORBELL ALRT AND VIS PHONE ALRT,Accessible Room
FLEXIBLE RATE|2 DBL MOBILITY ACCESS W/ RI SHWR NO SMOK SWEET DREAMS EXPERIENCE BED,Accessible Room
2X POINTS PACKAGE|2 DBL MOBILITY ACCESS W/ RI SHWR NO SMOK SWEET DREAMS EXPERIENCE BED,Accessible Room
TRIPADVISOR PLUS|KING ACCESSIBLE ROOM WITH ROLL IN SHOWER NO RST COMP WIFI PARKING HIST SPANISH BOUTIQUE HOTEL LOCATED ON THE BCH,Accessible Room
2X POINTS|1 KING MOBILITY/HEARING ACCESSIBLE W/ BATHTUB VIS DOORBELL ALRT AND VIS PHONE ALRT,Accessible Room
DINE AND UNWIND|1KNG MOB ACC RI-SHW COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room
FAMILY FUN PACKAGE.|2 DBL MOBILITY ACCESS W/ RI SHWR NO SMOK SWEET DREAMS EXPERIENCE BED,Accessible Room
"TRIPADVISOR PLUS RATE|1 QUEEN MOBILITY ACCESSIBLE ROOM, GENESEE BUILDING NSMK WITH FREE WIFI, BATHTUB GRAB BARS",Accessible Room
BREAKFAST INCLUDED|1 KING HEARING/MOBILITY ACCESS WITH BATHTUB VIS FIREALRM/DOOR/PHN ALRT-FRIDGE-340SQFT,Accessible Room
FLEXIBLE RATE|ACCESSIBLE SUPERIOR KING - 360 SF OR 33 SM - ADA COMPLIANT ROOM,Accessible Room
"FLEXIBLE RATE|RESORT ACCESSIBLE ROOM, 1 KING BED 510 SQ FT, MULTIPLE VIEWS, SAFETY BARS",Accessible Room
FLEXIBLE RATE|1KING MOBILTY/HEARING ACCESS TUB STUDIO NOSMK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room
FLEXIBLE RATE|2 DOUBLE MOBILITY ACCESSIBLE W/ RI SHWR 37IN FLAT SCREEN HDTV / COMP FITNESS CENTER,Accessible Room
2X POINTS PACKAGE|1KING MOBILTY/HEARING ACCESS TUB STUDIO NOSMK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room
FLEXIBLE RATE|1KG MOB/HEAR ACC TUB-FITNESS RM W/CHIN UP BAR VIS FIREALRM/DOOR/PHN ALRT-TRX SUSP TRAIN BAR,Accessible Room
PARK AND STAY AAA|1KING MOBILTY/HEARING ACCESS TUB STUDIO NOSMK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room
PARK AND STAY AARP|1KING MOBILTY/HEARING ACCESS TUB STUDIO NOSMK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room
PARK AND GO|1KING MOBILTY/HEARING ACCESS TUB STUDIO NOSMK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room
JP MORGAN CHASE AND COMP|WIFI. 6 PM CXL. 10 IHG PTS PER 1USD SPENT. KING IC MOBILITY ACCESSIBLE ROLL IN SHWR MOBILITY ACCESSIBLE.  EXPECT MODERN ELEGANCE WHILE STAYING TRUE TO,Accessible Room
SEMI-FLEX|1KG MOB/HEAR ACC TUB-FITNESS RM W/CHIN UP BAR VIS FIREALRM/DOOR/PHN ALRT-TRX SUSP TRAIN BAR,Accessible Room
FLEXIBLE RATE|2 DOUBLE BEDS MOBILITY ACCESSIBLE W/ BATHTUB 37IN FLAT SCREEN HDTV / COMP FITNESS CENTER,Accessible Room
CWT SMALLBIZ -24HR CXL LATE CK|1KG MOB/HEAR ACC TUB-FITNESS RM W/CHIN UP BAR VIS FIREALRM/DOOR/PHN ALRT-TRX SUSP TRAIN BAR,Accessible Room
OUR BEST AVAILABLE RATE|ACCESSIBLE 2 QUEENS APPROX 395 SQ FT - JULIET BALCONY ADA ROOM - WHEELCHAIR ACCESSIBLE BATH,Accessible Room
2X POINTS|2 DOUBLE MOBILITY ACCESSIBLE W/ RI SHWR 37IN FLAT SCREEN HDTV / COMP FITNESS CENTER,Accessible Room
"FLEXIBLE RATE|PARK MGM KING - 1 KING BED ACCESSIBLE 406 SQ FT, BEDSIDE OUTLETS, SAFETY BAR",Accessible Room
"FLEXIBLE RATE|PARK ACC KING ROLL IN SHOWER, 1 KING BED 406 SQ FT, ROLL IN SHOWER, SAFETY BAR",Accessible Room
DAILY PARKING PKG PACKAGE|INCLUDES ROOM ACCOMMODATIONS AND PARKING FOR 1 QUEEN BED MOBILITY ACCESS TUB NS IN THIS CONTEMPORARY ONE QUEEN BED MOBILITY ACCESSIBLE GUEST ROOM GUESTS WILL ENJOY A,Accessible Room
BREAKFAST FOR 2 ADULTS FULL|BREAKFAST DAILY FOR UP TO TWO ADULTS SHARING A 1 QUEEN BED MOBILITY ACCESS TUB NS IN THIS CONTEMPORARY ONE QUEEN BED MOBILITY ACCESSIBLE GUEST ROOM GUESTS WILL ENJOY A,Accessible Room
BEST FLEXIBLE RATE|1 QUEEN BED MOBILITY ACCESS TUB NS IN THIS CONTEMPORARY ONE QUEEN BED MOBILITY ACCESSIBLE GUEST ROOM GUESTS WILL ENJOY A,Accessible Room
DAILY PARKING PKG PACKAGE|INCLUDES ROOM ACCOMMODATIONS AND PARKING FOR 1 KING BED HEARING ACCESSIBLE NS IN THIS CONTEMPORARY ONE KING BED HEARING ACCESSIBLE GUEST ROOM GUESTS WILL ENJOY A,Accessible Room
BREAKFAST FOR 2 ADULTS FULL|BREAKFAST DAILY FOR UP TO TWO ADULTS SHARING A 1 KING BED HEARING ACCESSIBLE NS IN THIS CONTEMPORARY ONE KING BED HEARING ACCESSIBLE GUEST ROOM GUESTS WILL ENJOY A,Accessible Room
BEST FLEXIBLE RATE|1 KING BED HEARING ACCESSIBLE NS IN THIS CONTEMPORARY ONE KING BED HEARING ACCESSIBLE GUEST ROOM GUESTS WILL ENJOY A,Accessible Room
JP MORGAN CHASE -PREFERRED RAT|1KG MOB/HEAR ACC TUB-FITNESS RM W/CHIN UP BAR VIS FIREALRM/DOOR/PHN ALRT-TRX SUSP TRAIN BAR,Accessible Room
FLEXIBLE RATE|1 KING MOBILITY/HEARING ACCESS W/ ROLL IN SHW VIS FIREALRM/DOOR/PHN ALRT,Accessible Room
AARP RATE|KING BED-ACCESSIBLE-NON-SMOKING -EXCLUSIVE RATE FOR AARP MEMBERS,Accessible Room
FLEXIBLE RATE|1 KING MOBILITY/HEARING ACCESS W/ RI SHWR VISUAL FIREALARM/DOOR/PHONE ALERT,Accessible Room
ADVANCE SAVER|1 KING BED HEARING ACCESSIBLE NS IN THIS CONTEMPORARY ONE KING BED HEARING ACCESSIBLE GUEST ROOM GUESTS WILL ENJOY A,Accessible Room
WORLD RAINBOW HOTELS BAR|ACCESSIBLE SUPERIOR KING - 360 SF OR 33 SM - ADA COMPLIANT ROOM,Accessible Room
ADVANCE SAVER|1 QUEEN BED MOBILITY ACCESS TUB NS IN THIS CONTEMPORARY ONE QUEEN BED MOBILITY ACCESSIBLE GUEST ROOM GUESTS WILL ENJOY A,Accessible Room
"BREAKFAST, WIFI  PARKING|1 SOFA PARLOR MOBILITY ACCESS TUB NO SMOK PARLOR-CUSTOM KING SLEEPER SOFA",Accessible Room
2X POINTS|1 KING MOBILITY/HEARING ACCESS W/ ROLL IN SHW VIS FIREALRM/DOOR/PHN ALRT,Accessible Room
BEST AVAILABLE RATE|2 QUEENS HEARING ACCESSIBLE NONSMOKING VIS FIREALRM/DOOR/PHN ALRT/HDTV,Accessible Room
2X POINTS PACKAGE|2 QUEENS HEARING ACCESSIBLE NONSMOKING VIS FIREALRM/DOOR/PHN ALRT/HDTV,Accessible Room
BEST AVAILABLE RATE|1 KING HEARING ACCESSIBLE SUITE NONSMOKING VIS FIREALRM/DOOR/PHN ALRT/SOFABED,Accessible Room
2X POINTS PACKAGE|1 KING HEARING ACCESSIBLE SUITE NONSMOKING VIS FIREALRM/DOOR/PHN ALRT/SOFABED,Accessible Room
HOLIDAY WEEKEND PKG|2 QUEENS HEARING ACCESSIBLE NONSMOKING VIS FIREALRM/DOOR/PHN ALRT/HDTV,Accessible Room
BEST AVAILABLE RATE WITH DINNE|ACCESSIBLE ROOM FULLY EQUIPPED FREE IN ROOM WI-FI AVAILABLE,Accessible Room
AAA FLEXIBLE OFFER|ACCESSIBLE SKYLINE CATHEDRAL VIEW KING - 360 SF OR 33 SM - ADA COMPLIANT ROOM ON HIGH FLOOR,Accessible Room
HOLIDAY WEEKEND PKG|1 KING HEARING ACCESSIBLE SUITE NONSMOKING VIS FIREALRM/DOOR/PHN ALRT/SOFABED,Accessible Room
SHOPPING AT CABELAS|1 KING HEARING ACCESSIBLE SUITE NONSMOKING VIS FIREALRM/DOOR/PHN ALRT/SOFABED,Accessible Room
SHOPPING AT CABELAS|2 QUEENS HEARING ACCESSIBLE NONSMOKING VIS FIREALRM/DOOR/PHN ALRT/HDTV,Accessible Room
BEST AVAILBALE RATE WITH BREAK|ACCESSIBLE ROOM FULLY EQUIPPED FREE IN ROOM WI-FI AVAILABLE,Accessible Room
FLEXIBLE RATE|ACCESSIBLE CATHEDRAL VIEW KING - 360 SF OR 33 SM - SPACIOUS ADA COMPLIANT ROOM,Accessible Room
BEST AVAILABLE RATE|ACCESSIBLE ROOM FULLY EQUIPPED FREE IN ROOM WI-FI AVAILABLE,Accessible Room
BOOKS FOR KIDS|2QUEEN HEARING ACCESSIBLE STUDIO SUITE NOSMOK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room
CWT BUSINESS RATES|ACCESSIBLE SKYLINE CATHEDRAL VIEW KING - 360 SF OR 33 SM - ADA COMPLIANT ROOM ON HIGH FLOOR,Accessible Room
PRE/POST CRUISE ADA ST KING SH|RATE COVERS DOUBLE OCCUPANCY. TRANSFERS TO,Accessible Room
"AAA RATE-ID REQUIRED|PARK MGM KING - 1 KING BED ACCESSIBLE 406 SQ FT, BEDSIDE OUTLETS, SAFETY BAR",Accessible Room
STAY PARK FLY ADA ST KING SHWR|INCLUDES ONE NIGHT STAY AND 7 NIGHTS,Accessible Room
FLEXIBLE RATE|2 DOUBLE MOBILITY/HEARING ACCESS W/BATHTUB VIS FIRE ALARM/ DOOR/PHONE ALERT,Accessible Room
SAVE 10 PCT OFF ADA KING TUB|ADA KING ROOM W/ADA SHOWER AND TUB: SOFABED:,Accessible Room
TRIPADVISOR PLUS|CASA SURF ACESSIBLE ROOM NO RST COMP WIFI PARKING HIST SPANISH BOUTIQUE HOTEL LOCATED ON THE BCH,Accessible Room
CWT BUSINESS RATES|ACCESSIBLE SKYLINE CATHEDRAL VIEW TWO DBL BEDS - 360 SF OR 33 SM - ADA COMPLIANT ROOM,Accessible Room
AAA FLEXIBLE OFFER|ACCESSIBLE SKYLINE CATHEDRAL VIEW TWO DBL BEDS - 360 SF OR 33 SM - ADA COMPLIANT ROOM,Accessible Room
OUR BEST AVAILABLE RATE|ACCESSIBLE KING APPROX 395 SQFT - PATIO.JULIET OPTIONS ADA ROOM - WHEELCHAIR ACCESSIBLE BATH,Accessible Room
TRIPADVISOR PLUS|ACCESSIBLE 1 QUEEN BED- 17 SQM- QUEEN BED- AC- FREE WIFI- SHOWER- WORK DESK- HAIRDYER-,Accessible Room
STANDARD RATE ADA KING TUB|ADA KING ROOM W/ADA SHOWER AND TUB: SOFABED:,Accessible Room
CWT PROGRAM -HONORS SEMI-FLEX|1KG MOB/HEAR ACC TUB-FITNESS RM W/CHIN UP BAR VIS FIREALRM/DOOR/PHN ALRT-TRX SUSP TRAIN BAR,Accessible Room
FLEXIBLE RATE|ACCESSIBLE CATHEDRAL VIEW TWO DBL BEDS - 360 SF OR 33 SM - ADA COMPLIANT ROOM,Accessible Room
BEST FLEXIBLE RATE|HUDSON SQUARE KING ADA ROOM - URBAN VIEW 1 KING BED  - 430 SQF - 40 SQM,Accessible Room
WORLD RAINBOW HOTELS BAR|ACCESSIBLE CATHEDRAL VIEW KING - 360 SF OR 33 SM - SPACIOUS ADA COMPLIANT ROOM,Accessible Room
STANDARD RATE ADA DBL TUB NOSB|ADA DOUBLE ROOM WITH ACCESSIBLE BATHTUB,Accessible Room
FLEXIBLE RATE|1KG MOBILITY/HEARING ACCESS 3X3SHW NO SMOK VIS FIREALRM/DOOR/PHN ALRT,Accessible Room
TRIPADVISOR PLUS RATE|ADA DELUXE DOUBLE - ROLL-IN SHOWER - CITY VIEW 350 SQ.FT. FLAT SCREEN TV,Accessible Room
